,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DYAMONGOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2020,,,2021,,,2022,,,2023,,,2024,,,2025,,,2026,,,2027,,,2028,,,2029,,,2030,,,2031,,,2032,,,2033,,,2034,,,2035,,
,8,  3 041   ,  2 802   ,  5 843   ,  3 127   ,  2 896   ,  6 023   ,  3 236   ,  3 002   ,  6 238   ,  3 388   ,  3 138   ,  6 526   ,  3 544   ,  3 268   ,  6 812   ,  3 671   ,  3 363   ,  7 034   ,  3 786   ,  3 448   ,  7 234   ,  3 881   ,  3 515   ,  7 396   ,  3 968   ,  3 587   ,  7 555   ,  4 015   ,  3 628   ,  7 643   ,  4 081   ,  3 688   ,  7 769   ,  4 135   ,  3 739   ,  7 874   ,  4 185   ,  3 786   ,  7 971   ,  4 233   ,  3 829   ,  8 062   ,  4 280   ,  3 873   ,  8 153   ,  4 327   ,  3 915   ,  8 242   
,9,  3 042   ,  2 942   ,  5 984   ,  3 162   ,  3 077   ,  6 239   ,  3 251   ,  3 181   ,  6 432   ,  3 363   ,  3 296   ,  6 659   ,  3 519   ,  3 443   ,  6 962   ,  3 682   ,  3 586   ,  7 268   ,  3 808   ,  3 684   ,  7 492   ,  3 929   ,  3 778   ,  7 707   ,  4 112   ,  3 935   ,  8 047   ,  4 120   ,  3 935   ,  8 055   ,  4 178   ,  3 987   ,  8 165   ,  4 240   ,  4 048   ,  8 288   ,  4 297   ,  4 101   ,  8 398   ,  4 347   ,  4 153   ,  8 500   ,  4 396   ,  4 199   ,  8 595   ,  4 444   ,  4 246   ,  8 690   
,10,  2 816   ,  2 557   ,  5 373   ,  2 959   ,  2 701   ,  5 660   ,  3 076   ,  2 827   ,  5 903   ,  3 162   ,  2 920   ,  6 082   ,  3 270   ,  3 024   ,  6 294   ,  3 421   ,  3 157   ,  6 578   ,  3 577   ,  3 285   ,  6 862   ,  3 699   ,  3 377   ,  7 076   ,  3 898   ,  3 538   ,  7 436   ,  3 997   ,  3 610   ,  7 607   ,  4 012   ,  3 615   ,  7 627   ,  4 061   ,  3 658   ,  7 719   ,  4 122   ,  3 712   ,  7 834   ,  4 175   ,  3 764   ,  7 939   ,  4 223   ,  3 807   ,  8 030   ,  4 270   ,  3 851   ,  8 121   
,11,  2 488   ,  2 340   ,  4 828   ,  2 587   ,  2 441   ,  5 028   ,  2 719   ,  2 578   ,  5 297   ,  2 827   ,  2 697   ,  5 524   ,  2 905   ,  2 787   ,  5 692   ,  3 003   ,  2 885   ,  5 888   ,  3 138   ,  3 011   ,  6 149   ,  3 280   ,  3 132   ,  6 412   ,  3 466   ,  3 290   ,  6 756   ,  3 579   ,  3 379   ,  6 958   ,  3 675   ,  3 454   ,  7 129   ,  3 684   ,  3 454   ,  7 138   ,  3 728   ,  3 494   ,  7 222   ,  3 783   ,  3 548   ,  7 331   ,  3 833   ,  3 595   ,  7 428   ,  3 876   ,  3 637   ,  7 513   
,12,  2 428   ,  2 228   ,  4 656   ,  2 541   ,  2 327   ,  4 868   ,  2 640   ,  2 426   ,  5 066   ,  2 774   ,  2 562   ,  5 336   ,  2 881   ,  2 679   ,  5 560   ,  2 962   ,  2 765   ,  5 727   ,  3 058   ,  2 862   ,  5 920   ,  3 196   ,  2 985   ,  6 181   ,  3 411   ,  3 172   ,  6 583   ,  3 533   ,  3 264   ,  6 797   ,  3 653   ,  3 357   ,  7 010   ,  3 747   ,  3 425   ,  7 172   ,  3 755   ,  3 424   ,  7 179   ,  3 799   ,  3 464   ,  7 263   ,  3 855   ,  3 516   ,  7 371   ,  3 905   ,  3 559   ,  7 464   
,13,  2 286   ,  2 149   ,  4 435   ,  2 427   ,  2 272   ,  4 699   ,  2 539   ,  2 373   ,  4 912   ,  2 639   ,  2 474   ,  5 113   ,  2 772   ,  2 613   ,  5 385   ,  2 880   ,  2 731   ,  5 611   ,  2 955   ,  2 818   ,  5 773   ,  3 051   ,  2 915   ,  5 966   ,  3 262   ,  3 108   ,  6 370   ,  3 411   ,  3 236   ,  6 647   ,  3 534   ,  3 335   ,  6 869   ,  3 651   ,  3 425   ,  7 076   ,  3 744   ,  3 495   ,  7 239   ,  3 752   ,  3 494   ,  7 246   ,  3 795   ,  3 534   ,  7 329   ,  3 850   ,  3 584   ,  7 434   
,14,  1 989   ,  1 860   ,  3 849   ,  2 096   ,  1 944   ,  4 040   ,  2 230   ,  2 054   ,  4 284   ,  2 331   ,  2 146   ,  4 477   ,  2 421   ,  2 235   ,  4 656   ,  2 543   ,  2 359   ,  4 902   ,  2 640   ,  2 461   ,  5 101   ,  2 709   ,  2 539   ,  5 248   ,  2 860   ,  2 684   ,  5 544   ,  2 990   ,  2 802   ,  5 792   ,  3 134   ,  2 922   ,  6 056   ,  3 245   ,  3 006   ,  6 251   ,  3 350   ,  3 086   ,  6 436   ,  3 434   ,  3 147   ,  6 581   ,  3 440   ,  3 147   ,  6 587   ,  3 479   ,  3 181   ,  6 660   
,15,  1 951   ,  1 875   ,  3 826   ,  2 074   ,  1 951   ,  4 025   ,  2 188   ,  2 038   ,  4 226   ,  2 324   ,  2 154   ,  4 478   ,  2 429   ,  2 247   ,  4 676   ,  2 524   ,  2 341   ,  4 865   ,  2 647   ,  2 468   ,  5 115   ,  2 748   ,  2 576   ,  5 324   ,  2 884   ,  2 718   ,  5 602   ,  2 979   ,  2 816   ,  5 795   ,  3 121   ,  2 944   ,  6 065   ,  3 266   ,  3 066   ,  6 332   ,  3 380   ,  3 155   ,  6 535   ,  3 489   ,  3 237   ,  6 726   ,  3 577   ,  3 301   ,  6 878   ,  3 583   ,  3 300   ,  6 883   
,16,  1 777   ,  1 878   ,  3 655   ,  1 920   ,  1 967   ,  3 887   ,  2 043   ,  2 045   ,  4 088   ,  2 155   ,  2 136   ,  4 291   ,  2 288   ,  2 256   ,  4 544   ,  2 391   ,  2 355   ,  4 746   ,  2 481   ,  2 449   ,  4 930   ,  2 603   ,  2 582   ,  5 185   ,  2 765   ,  2 759   ,  5 524   ,  2 840   ,  2 847   ,  5 687   ,  2 939   ,  2 953   ,  5 892   ,  3 073   ,  3 084   ,  6 157   ,  3 217   ,  3 211   ,  6 428   ,  3 328   ,  3 302   ,  6 630   ,  3 436   ,  3 388   ,  6 824   ,  3 522   ,  3 456   ,  6 978   
,17,  1 750   ,  1 954   ,  3 704   ,  1 853   ,  1 989   ,  3 842   ,  2 004   ,  2 083   ,  4 087   ,  2 129   ,  2 166   ,  4 295   ,  2 245   ,  2 259   ,  4 504   ,  2 383   ,  2 387   ,  4 770   ,  2 488   ,  2 488   ,  4 976   ,  2 582   ,  2 588   ,  5 170   ,  2 770   ,  2 791   ,  5 561   ,  2 877   ,  2 918   ,  5 795   ,  2 960   ,  3 016   ,  5 976   ,  3 059   ,  3 124   ,  6 183   ,  3 199   ,  3 262   ,  6 461   ,  3 346   ,  3 395   ,  6 741   ,  3 460   ,  3 491   ,  6 951   ,  3 573   ,  3 581   ,  7 154   
,18,  1 649   ,  1 988   ,  3 637   ,  1 714   ,  1 964   ,  3 678   ,  1 816   ,  2 000   ,  3 816   ,  1 965   ,  2 091   ,  4 056   ,  2 088   ,  2 174   ,  4 262   ,  2 202   ,  2 266   ,  4 468   ,  2 336   ,  2 391   ,  4 727   ,  2 438   ,  2 493   ,  4 931   ,  2 586   ,  2 653   ,  5 239   ,  2 716   ,  2 799   ,  5 515   ,  2 825   ,  2 929   ,  5 754   ,  2 903   ,  3 023   ,  5 926   ,  3 000   ,  3 129   ,  6 129   ,  3 136   ,  3 267   ,  6 403   ,  3 281   ,  3 401   ,  6 682   ,  3 395   ,  3 495   ,  6 890   
,19,  1 516   ,  2 002   ,  3 518   ,  1 587   ,  2 015   ,  3 602   ,  1 649   ,  1 991   ,  3 640   ,  1 747   ,  2 025   ,  3 772   ,  1 889   ,  2 118   ,  4 007   ,  2 007   ,  2 202   ,  4 209   ,  2 113   ,  2 293   ,  4 406   ,  2 242   ,  2 421   ,  4 663   ,  2 397   ,  2 582   ,  4 979   ,  2 488   ,  2 688   ,  5 176   ,  2 617   ,  2 841   ,  5 458   ,  2 719   ,  2 969   ,  5 688   ,  2 792   ,  3 064   ,  5 856   ,  2 887   ,  3 172   ,  6 059   ,  3 019   ,  3 311   ,  6 330   ,  3 156   ,  3 443   ,  6 599   
,20,  1 525   ,  2 035   ,  3 560   ,  1 612   ,  2 115   ,  3 727   ,  1 688   ,  2 129   ,  3 817   ,  1 753   ,  2 101   ,  3 854   ,  1 857   ,  2 138   ,  3 995   ,  2 009   ,  2 235   ,  4 244   ,  2 133   ,  2 322   ,  4 455   ,  2 247   ,  2 418   ,  4 665   ,  2 438   ,  2 609   ,  5 047   ,  2 548   ,  2 723   ,  5 271   ,  2 649   ,  2 840   ,  5 489   ,  2 783   ,  2 996   ,  5 779   ,  2 891   ,  3 131   ,  6 022   ,  2 969   ,  3 231   ,  6 200   ,  3 069   ,  3 343   ,  6 412   ,  3 207   ,  3 488   ,  6 695   
,21,  1 403   ,  1 832   ,  3 235   ,  1 475   ,  1 915   ,  3 390   ,  1 558   ,  1 989   ,  3 547   ,  1 633   ,  2 002   ,  3 635   ,  1 696   ,  1 977   ,  3 673   ,  1 797   ,  2 008   ,  3 805   ,  1 942   ,  2 098   ,  4 040   ,  2 061   ,  2 178   ,  4 239   ,  2 224   ,  2 323   ,  4 547   ,  2 361   ,  2 455   ,  4 816   ,  2 472   ,  2 565   ,  5 037   ,  2 570   ,  2 673   ,  5 243   ,  2 699   ,  2 820   ,  5 519   ,  2 805   ,  2 946   ,  5 751   ,  2 879   ,  3 040   ,  5 919   ,  2 976   ,  3 145   ,  6 121   
,22,  1 249   ,  1 671   ,  2 920   ,  1 323   ,  1 791   ,  3 114   ,  1 390   ,  1 869   ,  3 259   ,  1 469   ,  1 942   ,  3 411   ,  1 538   ,  1 954   ,  3 492   ,  1 596   ,  1 928   ,  3 524   ,  1 691   ,  1 958   ,  3 649   ,  1 828   ,  2 045   ,  3 873   ,  1 986   ,  2 173   ,  4 159   ,  2 095   ,  2 265   ,  4 360   ,  2 229   ,  2 396   ,  4 625   ,  2 330   ,  2 500   ,  4 830   ,  2 420   ,  2 604   ,  5 024   ,  2 544   ,  2 747   ,  5 291   ,  2 642   ,  2 870   ,  5 512   ,  2 712   ,  2 959   ,  5 671   
,23,  1 208   ,  1 535   ,  2 743   ,  1 286   ,  1 651   ,  2 937   ,  1 363   ,  1 769   ,  3 132   ,  1 430   ,  1 848   ,  3 278   ,  1 513   ,  1 921   ,  3 434   ,  1 583   ,  1 932   ,  3 515   ,  1 644   ,  1 903   ,  3 547   ,  1 739   ,  1 933   ,  3 672   ,  1 925   ,  2 068   ,  3 993   ,  2 048   ,  2 148   ,  4 196   ,  2 162   ,  2 244   ,  4 406   ,  2 299   ,  2 370   ,  4 669   ,  2 404   ,  2 470   ,  4 874   ,  2 497   ,  2 574   ,  5 071   ,  2 623   ,  2 714   ,  5 337   ,  2 724   ,  2 835   ,  5 559   
,24,  1 070   ,  1 596   ,  2 666   ,  1 117   ,  1 671   ,  2 788   ,  1 189   ,  1 801   ,  2 990   ,  1 259   ,  1 928   ,  3 187   ,  1 322   ,  2 014   ,  3 336   ,  1 398   ,  2 090   ,  3 488   ,  1 464   ,  2 101   ,  3 565   ,  1 519   ,  2 073   ,  3 592   ,  1 648   ,  2 154   ,  3 802   ,  1 784   ,  2 253   ,  4 037   ,  1 900   ,  2 344   ,  4 244   ,  2 005   ,  2 446   ,  4 451   ,  2 132   ,  2 583   ,  4 715   ,  2 228   ,  2 694   ,  4 922   ,  2 315   ,  2 805   ,  5 120   ,  2 430   ,  2 959   ,  5 389   
,25,  1 182   ,  1 537   ,  2 719   ,  1 209   ,  1 582   ,  2 791   ,  1 259   ,  1 657   ,  2 916   ,  1 343   ,  1 785   ,  3 128   ,  1 422   ,  1 911   ,  3 333   ,  1 493   ,  1 995   ,  3 488   ,  1 580   ,  2 069   ,  3 649   ,  1 652   ,  2 079   ,  3 731   ,  1 755   ,  2 100   ,  3 855   ,  1 859   ,  2 133   ,  3 992   ,  2 017   ,  2 233   ,  4 250   ,  2 147   ,  2 323   ,  4 470   ,  2 265   ,  2 423   ,  4 688   ,  2 407   ,  2 558   ,  4 965   ,  2 516   ,  2 668   ,  5 184   ,  2 614   ,  2 777   ,  5 391   
,26,  1 176   ,  1 584   ,  2 760   ,  1 197   ,  1 621   ,  2 818   ,  1 223   ,  1 667   ,  2 890   ,  1 277   ,  1 747   ,  3 024   ,  1 359   ,  1 881   ,  3 240   ,  1 441   ,  2 015   ,  3 456   ,  1 513   ,  2 100   ,  3 613   ,  1 599   ,  2 180   ,  3 779   ,  1 715   ,  2 245   ,  3 960   ,  1 782   ,  2 214   ,  3 996   ,  1 893   ,  2 254   ,  4 147   ,  2 051   ,  2 358   ,  4 409   ,  2 182   ,  2 451   ,  4 633   ,  2 303   ,  2 557   ,  4 860   ,  2 448   ,  2 700   ,  5 148   ,  2 561   ,  2 815   ,  5 376   
,27,  1 248   ,  1 609   ,  2 857   ,  1 257   ,  1 627   ,  2 884   ,  1 279   ,  1 666   ,  2 945   ,  1 306   ,  1 714   ,  3 020   ,  1 362   ,  1 796   ,  3 158   ,  1 453   ,  1 932   ,  3 385   ,  1 538   ,  2 067   ,  3 605   ,  1 614   ,  2 155   ,  3 769   ,  1 748   ,  2 293   ,  4 041   ,  1 833   ,  2 307   ,  4 140   ,  1 907   ,  2 279   ,  4 186   ,  2 023   ,  2 318   ,  4 341   ,  2 195   ,  2 425   ,  4 620   ,  2 336   ,  2 521   ,  4 857   ,  2 464   ,  2 628   ,  5 092   ,  2 621   ,  2 775   ,  5 396   
,28,  1 183   ,  1 547   ,  2 730   ,  1 154   ,  1 522   ,  2 676   ,  1 161   ,  1 538   ,  2 699   ,  1 181   ,  1 576   ,  2 757   ,  1 207   ,  1 620   ,  2 827   ,  1 259   ,  1 696   ,  2 955   ,  1 340   ,  1 825   ,  3 165   ,  1 421   ,  1 953   ,  3 374   ,  1 527   ,  2 086   ,  3 613   ,  1 617   ,  2 166   ,  3 783   ,  1 699   ,  2 182   ,  3 881   ,  1 766   ,  2 154   ,  3 920   ,  1 874   ,  2 192   ,  4 066   ,  2 031   ,  2 292   ,  4 323   ,  2 164   ,  2 380   ,  4 544   ,  2 282   ,  2 480   ,  4 762   
,29,  1 270   ,  1 456   ,  2 726   ,  1 262   ,  1 470   ,  2 732   ,  1 229   ,  1 445   ,  2 674   ,  1 236   ,  1 462   ,  2 698   ,  1 258   ,  1 495   ,  2 753   ,  1 286   ,  1 538   ,  2 824   ,  1 342   ,  1 610   ,  2 952   ,  1 429   ,  1 732   ,  3 161   ,  1 551   ,  1 898   ,  3 449   ,  1 631   ,  1 982   ,  3 613   ,  1 731   ,  2 063   ,  3 794   ,  1 814   ,  2 075   ,  3 889   ,  1 889   ,  2 049   ,  3 938   ,  2 005   ,  2 084   ,  4 089   ,  2 173   ,  2 178   ,  4 351   ,  2 314   ,  2 262   ,  4 576   
,30,  1 054   ,  1 385   ,  2 439   ,  1 074   ,  1 443   ,  2 517   ,  1 067   ,  1 456   ,  2 523   ,  1 038   ,  1 433   ,  2 471   ,  1 045   ,  1 448   ,  2 493   ,  1 065   ,  1 481   ,  2 546   ,  1 087   ,  1 521   ,  2 608   ,  1 134   ,  1 592   ,  2 726   ,  1 235   ,  1 755   ,  2 990   ,  1 313   ,  1 880   ,  3 193   ,  1 381   ,  1 967   ,  3 348   ,  1 464   ,  2 042   ,  3 506   ,  1 536   ,  2 053   ,  3 589   ,  1 599   ,  2 028   ,  3 627   ,  1 696   ,  2 060   ,  3 756   ,  1 840   ,  2 155   ,  3 995   
,31,  1 102   ,  1 192   ,  2 294   ,  1 116   ,  1 244   ,  2 360   ,  1 136   ,  1 297   ,  2 433   ,  1 127   ,  1 307   ,  2 434   ,  1 098   ,  1 287   ,  2 385   ,  1 104   ,  1 299   ,  2 403   ,  1 125   ,  1 328   ,  2 453   ,  1 148   ,  1 364   ,  2 512   ,  1 228   ,  1 465   ,  2 693   ,  1 310   ,  1 577   ,  2 887   ,  1 393   ,  1 692   ,  3 085   ,  1 466   ,  1 769   ,  3 235   ,  1 554   ,  1 836   ,  3 390   ,  1 630   ,  1 848   ,  3 478   ,  1 696   ,  1 824   ,  3 520   ,  1 801   ,  1 854   ,  3 655   
,32,  994   ,  1 189   ,  2 183   ,  1 022   ,  1 260   ,  2 282   ,  1 035   ,  1 313   ,  2 348   ,  1 054   ,  1 368   ,  2 422   ,  1 046   ,  1 379   ,  2 425   ,  1 018   ,  1 356   ,  2 374   ,  1 024   ,  1 368   ,  2 392   ,  1 040   ,  1 398   ,  2 438   ,  1 091   ,  1 474   ,  2 565   ,  1 138   ,  1 544   ,  2 682   ,  1 218   ,  1 666   ,  2 884   ,  1 293   ,  1 783   ,  3 076   ,  1 361   ,  1 864   ,  3 225   ,  1 443   ,  1 938   ,  3 381   ,  1 514   ,  1 949   ,  3 463   ,  1 575   ,  1 921   ,  3 496   
,33,  832   ,  895   ,  1 727   ,  883   ,  984   ,  1 867   ,  909   ,  1 044   ,  1 953   ,  919   ,  1 087   ,  2 006   ,  937   ,  1 132   ,  2 069   ,  929   ,  1 141   ,  2 070   ,  903   ,  1 121   ,  2 024   ,  908   ,  1 132   ,  2 040   ,  948   ,  1 189   ,  2 137   ,  971   ,  1 222   ,  2 193   ,  1 013   ,  1 283   ,  2 296   ,  1 083   ,  1 383   ,  2 466   ,  1 152   ,  1 482   ,  2 634   ,  1 212   ,  1 548   ,  2 760   ,  1 285   ,  1 607   ,  2 892   ,  1 348   ,  1 616   ,  2 964   
,34,  924   ,  840   ,  1 764   ,  960   ,  898   ,  1 858   ,  1 022   ,  989   ,  2 011   ,  1 049   ,  1 047   ,  2 096   ,  1 063   ,  1 090   ,  2 153   ,  1 083   ,  1 136   ,  2 219   ,  1 072   ,  1 145   ,  2 217   ,  1 043   ,  1 123   ,  2 166   ,  1 077   ,  1 165   ,  2 242   ,  1 094   ,  1 192   ,  2 286   ,  1 123   ,  1 229   ,  2 352   ,  1 174   ,  1 288   ,  2 462   ,  1 253   ,  1 389   ,  2 642   ,  1 332   ,  1 487   ,  2 819   ,  1 403   ,  1 554   ,  2 957   ,  1 487   ,  1 613   ,  3 100   
,35,  864   ,  899   ,  1 763   ,  882   ,  929   ,  1 811   ,  919   ,  995   ,  1 914   ,  977   ,  1 095   ,  2 072   ,  1 005   ,  1 159   ,  2 164   ,  1 017   ,  1 207   ,  2 224   ,  1 034   ,  1 256   ,  2 290   ,  1 025   ,  1 264   ,  2 289   ,  1 023   ,  1 274   ,  2 297   ,  1 030   ,  1 288   ,  2 318   ,  1 049   ,  1 321   ,  2 370   ,  1 075   ,  1 358   ,  2 433   ,  1 122   ,  1 424   ,  2 546   ,  1 200   ,  1 533   ,  2 733   ,  1 275   ,  1 644   ,  2 919   ,  1 343   ,  1 716   ,  3 059   
,36,  892   ,  936   ,  1 828   ,  928   ,  980   ,  1 908   ,  950   ,  1 013   ,  1 963   ,  988   ,  1 085   ,  2 073   ,  1 052   ,  1 193   ,  2 245   ,  1 082   ,  1 263   ,  2 345   ,  1 095   ,  1 314   ,  2 409   ,  1 113   ,  1 368   ,  2 481   ,  1 131   ,  1 413   ,  2 544   ,  1 100   ,  1 390   ,  2 490   ,  1 110   ,  1 408   ,  2 518   ,  1 130   ,  1 441   ,  2 571   ,  1 157   ,  1 484   ,  2 641   ,  1 207   ,  1 554   ,  2 761   ,  1 291   ,  1 674   ,  2 965   ,  1 373   ,  1 793   ,  3 166   
,37,  906   ,  913   ,  1 819   ,  920   ,  930   ,  1 850   ,  958   ,  977   ,  1 935   ,  978   ,  1 009   ,  1 987   ,  1 018   ,  1 081   ,  2 099   ,  1 084   ,  1 188   ,  2 272   ,  1 113   ,  1 256   ,  2 369   ,  1 127   ,  1 309   ,  2 436   ,  1 178   ,  1 397   ,  2 575   ,  1 168   ,  1 410   ,  2 578   ,  1 137   ,  1 389   ,  2 526   ,  1 146   ,  1 404   ,  2 550   ,  1 168   ,  1 438   ,  2 606   ,  1 193   ,  1 480   ,  2 673   ,  1 249   ,  1 550   ,  2 799   ,  1 334   ,  1 670   ,  3 004   
