SOUROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2020,,,2021,,,2022,,,2023,,,2024,,,2025,,,2026,,,2027,,,2028,,,2029,,,2030,,,2031,,,2032,,,2033,,,2034,,,2035,,
,8,  13 682   ,  13 013   ,  26 695   ,  13 910   ,  13 291   ,  27 201   ,  14 231   ,  13 622   ,  27 853   ,  14 737   ,  14 077   ,  28 814   ,  15 269   ,  14 517   ,  29 786   ,  15 660   ,  14 795   ,  30 455   ,  16 183   ,  15 192   ,  31 375   ,  16 606   ,  15 513   ,  32 119   ,  16 485   ,  15 365   ,  31 850   ,  16 549   ,  15 412   ,  31 961   ,  16 639   ,  15 492   ,  32 131   ,  16 701   ,  15 547   ,  32 248   ,  16 743   ,  15 583   ,  32 326   ,  16 781   ,  15 614   ,  32 395   ,  16 816   ,  15 645   ,  32 461   ,  16 852   ,  15 673   ,  32 525   
,9,  13 260   ,  12 538   ,  25 798   ,  13 632   ,  12 967   ,  26 599   ,  13 864   ,  13 248   ,  27 112   ,  14 188   ,  13 582   ,  27 770   ,  14 696   ,  14 042   ,  28 738   ,  15 231   ,  14 485   ,  29 716   ,  15 777   ,  14 909   ,  30 686   ,  16 303   ,  15 310   ,  31 613   ,  16 555   ,  15 476   ,  32 031   ,  16 462   ,  15 346   ,  31 808   ,  16 505   ,  15 372   ,  31 877   ,  16 593   ,  15 449   ,  32 042   ,  16 655   ,  15 505   ,  32 160   ,  16 701   ,  15 543   ,  32 244   ,  16 738   ,  15 574   ,  32 312   ,  16 777   ,  15 604   ,  32 381   
,10,  12 575   ,  11 921   ,  24 496   ,  13 064   ,  12 446   ,  25 510   ,  13 434   ,  12 875   ,  26 309   ,  13 666   ,  13 158   ,  26 824   ,  13 988   ,  13 495   ,  27 483   ,  14 494   ,  13 958   ,  28 452   ,  15 171   ,  14 540   ,  29 711   ,  15 714   ,  14 967   ,  30 681   ,  16 076   ,  15 219   ,  31 295   ,  16 354   ,  15 404   ,  31 758   ,  16 240   ,  15 254   ,  31 494   ,  16 282   ,  15 276   ,  31 558   ,  16 368   ,  15 355   ,  31 723   ,  16 432   ,  15 410   ,  31 842   ,  16 476   ,  15 449   ,  31 925   ,  16 514   ,  15 480   ,  31 994   
,11,  12 142   ,  11 471   ,  23 613   ,  12 482   ,  11 820   ,  24 302   ,  12 970   ,  12 344   ,  25 314   ,  13 341   ,  12 775   ,  26 116   ,  13 574   ,  13 059   ,  26 633   ,  13 900   ,  13 399   ,  27 299   ,  14 545   ,  13 995   ,  28 540   ,  15 224   ,  14 580   ,  29 804   ,  15 616   ,  14 863   ,  30 479   ,  15 998   ,  15 130   ,  31 128   ,  16 252   ,  15 291   ,  31 543   ,  16 137   ,  15 141   ,  31 278   ,  16 178   ,  15 163   ,  31 341   ,  16 266   ,  15 242   ,  31 508   ,  16 329   ,  15 297   ,  31 626   ,  16 374   ,  15 334   ,  31 708   
,12,  11 775   ,  11 068   ,  22 843   ,  12 177   ,  11 426   ,  23 603   ,  12 519   ,  11 778   ,  24 297   ,  13 014   ,  12 304   ,  25 318   ,  13 389   ,  12 735   ,  26 124   ,  13 626   ,  13 025   ,  26 651   ,  14 092   ,  13 495   ,  27 587   ,  14 744   ,  14 095   ,  28 839   ,  15 285   ,  14 544   ,  29 829   ,  15 696   ,  14 838   ,  30 534   ,  16 058   ,  15 084   ,  31 142   ,  16 310   ,  15 244   ,  31 554   ,  16 196   ,  15 093   ,  31 289   ,  16 237   ,  15 116   ,  31 353   ,  16 327   ,  15 193   ,  31 520   ,  16 393   ,  15 249   ,  31 642   
,13,  11 284   ,  10 633   ,  21 917   ,  11 854   ,  11 112   ,  22 966   ,  12 262   ,  11 476   ,  23 738   ,  12 611   ,  11 832   ,  24 443   ,  13 111   ,  12 365   ,  25 476   ,  13 494   ,  12 803   ,  26 297   ,  13 869   ,  13 224   ,  27 093   ,  14 341   ,  13 701   ,  28 042   ,  14 869   ,  14 175   ,  29 044   ,  15 428   ,  14 637   ,  30 065   ,  15 821   ,  14 913   ,  30 734   ,  16 183   ,  15 156   ,  31 339   ,  16 439   ,  15 316   ,  31 755   ,  16 325   ,  15 165   ,  31 490   ,  16 370   ,  15 189   ,  31 559   ,  16 460   ,  15 266   ,  31 726   
,14,  10 726   ,  10 102   ,  20 828   ,  11 185   ,  10 423   ,  21 608   ,  11 754   ,  10 897   ,  22 651   ,  12 161   ,  11 256   ,  23 417   ,  12 510   ,  11 609   ,  24 119   ,  13 011   ,  12 136   ,  25 147   ,  13 522   ,  12 691   ,  26 213   ,  13 898   ,  13 105   ,  27 003   ,  14 240   ,  13 454   ,  27 694   ,  14 771   ,  13 927   ,  28 698   ,  15 306   ,  14 362   ,  29 668   ,  15 693   ,  14 629   ,  30 322   ,  16 053   ,  14 869   ,  30 922   ,  16 308   ,  15 025   ,  31 333   ,  16 195   ,  14 877   ,  31 072   ,  16 241   ,  14 899   ,  31 140   
,15,  10 448   ,  8 797   ,  19 245   ,  10 984   ,  9 045   ,  20 029   ,  11 458   ,  9 335   ,  20 793   ,  12 044   ,  9 763   ,  21 807   ,  12 465   ,  10 087   ,  22 552   ,  12 827   ,  10 406   ,  23 233   ,  13 472   ,  10 985   ,  24 457   ,  14 003   ,  11 486   ,  25 489   ,  14 267   ,  11 762   ,  26 029   ,  14 625   ,  12 078   ,  26 703   ,  15 151   ,  12 487   ,  27 638   ,  15 698   ,  12 874   ,  28 572   ,  16 097   ,  13 113   ,  29 210   ,  16 468   ,  13 327   ,  29 795   ,  16 731   ,  13 466   ,  30 197   ,  16 618   ,  13 333   ,  29 951   
,16,  9 662   ,  8 282   ,  17 944   ,  10 332   ,  8 565   ,  18 897   ,  10 865   ,  8 808   ,  19 673   ,  11 337   ,  9 094   ,  20 431   ,  11 921   ,  9 512   ,  21 433   ,  12 341   ,  9 831   ,  22 172   ,  12 824   ,  10 242   ,  23 066   ,  13 470   ,  10 812   ,  24 282   ,  13 878   ,  11 207   ,  25 085   ,  14 141   ,  11 471   ,  25 612   ,  14 477   ,  11 764   ,  26 241   ,  14 998   ,  12 160   ,  27 158   ,  15 540   ,  12 536   ,  28 076   ,  15 936   ,  12 769   ,  28 705   ,  16 306   ,  12 976   ,  29 282   ,  16 567   ,  13 112   ,  29 679   
,17,  9 095   ,  8 046   ,  17 141   ,  9 527   ,  8 091   ,  17 618   ,  10 190   ,  8 371   ,  18 561   ,  10 719   ,  8 611   ,  19 330   ,  11 188   ,  8 891   ,  20 079   ,  11 769   ,  9 304   ,  21 073   ,  12 303   ,  9 711   ,  22 014   ,  12 784   ,  10 118   ,  22 902   ,  13 312   ,  10 590   ,  23 902   ,  13 716   ,  10 975   ,  24 691   ,  13 957   ,  11 217   ,  25 174   ,  14 288   ,  11 502   ,  25 790   ,  14 802   ,  11 888   ,  26 690   ,  15 340   ,  12 255   ,  27 595   ,  15 732   ,  12 482   ,  28 214   ,  16 099   ,  12 686   ,  28 785   
,18,  8 711   ,  8 275   ,  16 986   ,  8 950   ,  8 081   ,  17 031   ,  9 378   ,  8 130   ,  17 508   ,  10 035   ,  8 412   ,  18 447   ,  10 560   ,  8 657   ,  19 217   ,  11 025   ,  8 942   ,  19 967   ,  11 712   ,  9 450   ,  21 162   ,  12 244   ,  9 862   ,  22 106   ,  12 607   ,  10 190   ,  22 797   ,  13 128   ,  10 661   ,  23 789   ,  13 509   ,  11 034   ,  24 543   ,  13 745   ,  11 276   ,  25 021   ,  14 071   ,  11 561   ,  25 632   ,  14 580   ,  11 950   ,  26 530   ,  15 111   ,  12 319   ,  27 430   ,  15 499   ,  12 547   ,  28 046   
,19,  8 165   ,  8 240   ,  16 405   ,  8 455   ,  8 201   ,  16 656   ,  8 691   ,  8 011   ,  16 702   ,  9 110   ,  8 059   ,  17 169   ,  9 751   ,  8 342   ,  18 093   ,  10 264   ,  8 589   ,  18 853   ,  10 824   ,  8 961   ,  19 785   ,  11 499   ,  9 468   ,  20 967   ,  11 912   ,  9 800   ,  21 712   ,  12 273   ,  10 120   ,  22 393   ,  12 764   ,  10 575   ,  23 339   ,  13 136   ,  10 942   ,  24 078   ,  13 365   ,  11 183   ,  24 548   ,  13 684   ,  11 465   ,  25 149   ,  14 180   ,  11 851   ,  26 031   ,  14 700   ,  12 216   ,  26 916   
,20,  7 660   ,  8 101   ,  15 761   ,  8 011   ,  8 322   ,  16 333   ,  8 298   ,  8 283   ,  16 581   ,  8 531   ,  8 093   ,  16 624   ,  8 946   ,  8 147   ,  17 093   ,  9 582   ,  8 436   ,  18 018   ,  10 187   ,  8 771   ,  18 958   ,  10 744   ,  9 150   ,  19 894   ,  11 314   ,  9 591   ,  20 905   ,  11 727   ,  9 921   ,  21 648   ,  12 067   ,  10 231   ,  22 298   ,  12 551   ,  10 689   ,  23 240   ,  12 917   ,  11 061   ,  23 978   ,  13 144   ,  11 305   ,  24 449   ,  13 461   ,  11 591   ,  25 052   ,  13 951   ,  11 979   ,  25 930   
,21,  7 116   ,  7 800   ,  14 916   ,  7 387   ,  8 056   ,  15 443   ,  7 728   ,  8 279   ,  16 007   ,  8 009   ,  8 243   ,  16 252   ,  8 238   ,  8 056   ,  16 294   ,  8 642   ,  8 112   ,  16 754   ,  9 351   ,  8 484   ,  17 835   ,  9 943   ,  8 821   ,  18 764   ,  10 396   ,  9 128   ,  19 524   ,  10 951   ,  9 561   ,  20 512   ,  11 338   ,  9 878   ,  21 216   ,  11 667   ,  10 186   ,  21 853   ,  12 137   ,  10 641   ,  22 778   ,  12 493   ,  11 012   ,  23 505   ,  12 714   ,  11 255   ,  23 969   ,  13 023   ,  11 539   ,  24 562   
,22,  6 616   ,  7 360   ,  13 976   ,  6 932   ,  7 790   ,  14 722   ,  7 199   ,  8 049   ,  15 248   ,  7 534   ,  8 274   ,  15 808   ,  7 811   ,  8 241   ,  16 052   ,  8 038   ,  8 056   ,  16 094   ,  8 518   ,  8 193   ,  16 711   ,  9 220   ,  8 569   ,  17 789   ,  9 720   ,  8 836   ,  18 556   ,  10 164   ,  9 135   ,  19 299   ,  10 698   ,  9 557   ,  20 255   ,  11 076   ,  9 872   ,  20 948   ,  11 401   ,  10 180   ,  21 581   ,  11 862   ,  10 637   ,  22 499   ,  12 212   ,  11 007   ,  23 219   ,  12 432   ,  11 250   ,  23 682   
,23,  6 075   ,  6 827   ,  12 902   ,  6 392   ,  7 267   ,  13 659   ,  6 701   ,  7 697   ,  14 398   ,  6 962   ,  7 954   ,  14 916   ,  7 291   ,  8 179   ,  15 470   ,  7 563   ,  8 149   ,  15 712   ,  7 861   ,  8 047   ,  15 908   ,  8 333   ,  8 182   ,  16 515   ,  8 949   ,  8 496   ,  17 445   ,  9 438   ,  8 754   ,  18 192   ,  9 859   ,  9 040   ,  18 899   ,  10 377   ,  9 457   ,  19 834   ,  10 748   ,  9 769   ,  20 517   ,  11 064   ,  10 074   ,  21 138   ,  11 515   ,  10 527   ,  22 042   ,  11 857   ,  10 894   ,  22 751   
,24,  5 758   ,  6 580   ,  12 338   ,  5 935   ,  6 814   ,  12 749   ,  6 250   ,  7 257   ,  13 507   ,  6 555   ,  7 689   ,  14 244   ,  6 813   ,  7 949   ,  14 762   ,  7 142   ,  8 178   ,  15 320   ,  7 483   ,  8 229   ,  15 712   ,  7 778   ,  8 125   ,  15 903   ,  8 181   ,  8 202   ,  16 383   ,  8 781   ,  8 501   ,  17 282   ,  9 254   ,  8 750   ,  18 004   ,  9 669   ,  9 036   ,  18 705   ,  10 180   ,  9 452   ,  19 632   ,  10 547   ,  9 766   ,  20 313   ,  10 859   ,  10 070   ,  20 929   ,  11 304   ,  10 523   ,  21 827   
,25,  5 492   ,  6 379   ,  11 871   ,  5 551   ,  6 486   ,  12 037   ,  5 725   ,  6 720   ,  12 445   ,  6 033   ,  7 161   ,  13 194   ,  6 331   ,  7 589   ,  13 920   ,  6 586   ,  7 849   ,  14 435   ,  6 973   ,  8 155   ,  15 128   ,  7 309   ,  8 206   ,  15 515   ,  7 535   ,  8 042   ,  15 577   ,  7 921   ,  8 106   ,  16 027   ,  8 499   ,  8 392   ,  16 891   ,  8 957   ,  8 637   ,  17 594   ,  9 362   ,  8 920   ,  18 282   ,  9 861   ,  9 332   ,  19 193   ,  10 216   ,  9 641   ,  19 857   ,  10 523   ,  9 943   ,  20 466   
,26,  5 339   ,  6 208   ,  11 547   ,  5 370   ,  6 283   ,  11 653   ,  5 428   ,  6 390   ,  11 818   ,  5 602   ,  6 624   ,  12 226   ,  5 908   ,  7 060   ,  12 968   ,  6 205   ,  7 486   ,  13 691   ,  6 520   ,  7 821   ,  14 341   ,  6 906   ,  8 126   ,  15 032   ,  7 179   ,  8 118   ,  15 297   ,  7 401   ,  7 943   ,  15 344   ,  7 774   ,  7 996   ,  15 770   ,  8 342   ,  8 280   ,  16 622   ,  8 796   ,  8 521   ,  17 317   ,  9 196   ,  8 801   ,  17 997   ,  9 688   ,  9 209   ,  18 897   ,  10 042   ,  9 514   ,  19 556   
,27,  5 246   ,  6 186   ,  11 432   ,  5 221   ,  6 182   ,  11 403   ,  5 254   ,  6 257   ,  11 511   ,  5 315   ,  6 368   ,  11 683   ,  5 487   ,  6 603   ,  12 090   ,  5 791   ,  7 041   ,  12 832   ,  6 145   ,  7 541   ,  13 686   ,  6 460   ,  7 880   ,  14 340   ,  6 786   ,  8 128   ,  14 914   ,  7 053   ,  8 106   ,  15 159   ,  7 265   ,  7 923   ,  15 188   ,  7 634   ,  7 976   ,  15 610   ,  8 195   ,  8 260   ,  16 455   ,  8 645   ,  8 502   ,  17 147   ,  9 040   ,  8 783   ,  17 823   ,  9 529   ,  9 189   ,  18 718   
,28,  5 297   ,  6 290   ,  11 587   ,  5 104   ,  6 117   ,  11 221   ,  5 083   ,  6 116   ,  11 199   ,  5 117   ,  6 193   ,  11 310   ,  5 178   ,  6 306   ,  11 484   ,  5 349   ,  6 542   ,  11 891   ,  5 703   ,  7 048   ,  12 751   ,  6 055   ,  7 550   ,  13 605   ,  6 312   ,  7 830   ,  14 142   ,  6 631   ,  8 064   ,  14 695   ,  6 888   ,  8 035   ,  14 923   ,  7 095   ,  7 853   ,  14 948   ,  7 456   ,  7 907   ,  15 363   ,  8 010   ,  8 188   ,  16 198   ,  8 451   ,  8 428   ,  16 879   ,  8 841   ,  8 708   ,  17 549   
,29,  5 312   ,  6 283   ,  11 595   ,  5 216   ,  6 266   ,  11 482   ,  5 028   ,  6 096   ,  11 124   ,  5 007   ,  6 098   ,  11 105   ,  5 043   ,  6 178   ,  11 221   ,  5 105   ,  6 292   ,  11 397   ,  5 330   ,  6 593   ,  11 923   ,  5 685   ,  7 103   ,  12 788   ,  5 989   ,  7 554   ,  13 543   ,  6 242   ,  7 824   ,  14 066   ,  6 553   ,  8 050   ,  14 603   ,  6 808   ,  8 021   ,  14 829   ,  7 014   ,  7 840   ,  14 854   ,  7 376   ,  7 893   ,  15 269   ,  7 927   ,  8 174   ,  16 101   ,  8 367   ,  8 416   ,  16 783   
,30,  5 220   ,  6 077   ,  11 297   ,  5 255   ,  6 257   ,  11 512   ,  5 160   ,  6 243   ,  11 403   ,  4 974   ,  6 076   ,  11 050   ,  4 957   ,  6 079   ,  11 036   ,  4 994   ,  6 161   ,  11 155   ,  5 107   ,  6 338   ,  11 445   ,  5 334   ,  6 642   ,  11 976   ,  5 649   ,  7 109   ,  12 758   ,  5 947   ,  7 548   ,  13 495   ,  6 196   ,  7 809   ,  14 005   ,  6 506   ,  8 034   ,  14 540   ,  6 760   ,  8 005   ,  14 765   ,  6 968   ,  7 824   ,  14 792   ,  7 330   ,  7 878   ,  15 208   ,  7 880   ,  8 160   ,  16 040   
,31,  5 152   ,  5 903   ,  11 055   ,  5 160   ,  6 082   ,  11 242   ,  5 199   ,  6 266   ,  11 465   ,  5 106   ,  6 253   ,  11 359   ,  4 924   ,  6 088   ,  11 012   ,  4 907   ,  6 094   ,  11 001   ,  4 995   ,  6 238   ,  11 233   ,  5 109   ,  6 418   ,  11 527   ,  5 296   ,  6 682   ,  11 978   ,  5 605   ,  7 136   ,  12 741   ,  5 898   ,  7 570   ,  13 468   ,  6 145   ,  7 830   ,  13 975   ,  6 456   ,  8 058   ,  14 514   ,  6 710   ,  8 029   ,  14 739   ,  6 918   ,  7 848   ,  14 766   ,  7 281   ,  7 903   ,  15 184   
,32,  4 992   ,  5 632   ,  10 624   ,  5 076   ,  5 896   ,  10 972   ,  5 086   ,  6 076   ,  11 162   ,  5 126   ,  6 262   ,  11 388   ,  5 037   ,  6 252   ,  11 289   ,  4 857   ,  6 089   ,  10 946   ,  4 890   ,  6 156   ,  11 046   ,  4 978   ,  6 302   ,  11 280   ,  5 056   ,  6 444   ,  11 500   ,  5 236   ,  6 694   ,  11 930   ,  5 538   ,  7 143   ,  12 681   ,  5 830   ,  7 576   ,  13 406   ,  6 075   ,  7 838   ,  13 913   ,  6 384   ,  8 065   ,  14 449   ,  6 639   ,  8 036   ,  14 675   ,  6 845   ,  7 856   ,  14 701   
,33,  4 649   ,  5 163   ,  9 812   ,  4 884   ,  5 610   ,  10 494   ,  4 968   ,  5 875   ,  10 843   ,  4 979   ,  6 057   ,  11 036   ,  5 020   ,  6 245   ,  11 265   ,  4 934   ,  6 236   ,  11 170   ,  4 805   ,  6 134   ,  10 939   ,  4 839   ,  6 202   ,  11 041   ,  4 896   ,  6 317   ,  11 213   ,  4 964   ,  6 442   ,  11 406   ,  5 137   ,  6 685   ,  11 822   ,  5 434   ,  7 132   ,  12 566   ,  5 723   ,  7 566   ,  13 289   ,  5 967   ,  7 827   ,  13 794   ,  6 272   ,  8 055   ,  14 327   ,  6 524   ,  8 027   ,  14 551   
,34,  4 413   ,  4 794   ,  9 207   ,  4 544   ,  5 075   ,  9 619   ,  4 778   ,  5 515   ,  10 293   ,  4 863   ,  5 778   ,  10 641   ,  4 875   ,  5 960   ,  10 835   ,  4 917   ,  6 147   ,  11 064   ,  4 882   ,  6 201   ,  11 083   ,  4 755   ,  6 100   ,  10 855   ,  4 759   ,  6 135   ,  10 894   ,  4 802   ,  6 226   ,  11 028   ,  4 865   ,  6 342   ,  11 207   ,  5 035   ,  6 581   ,  11 616   ,  5 330   ,  7 022   ,  12 352   ,  5 613   ,  7 451   ,  13 064   ,  5 855   ,  7 710   ,  13 565   ,  6 156   ,  7 934   ,  14 090   
,35,  4 297   ,  4 657   ,  8 954   ,  4 344   ,  4 759   ,  9 103   ,  4 475   ,  5 040   ,  9 515   ,  4 708   ,  5 480   ,  10 188   ,  4 793   ,  5 743   ,  10 536   ,  4 810   ,  5 927   ,  10 737   ,  4 901   ,  6 176   ,  11 077   ,  4 866   ,  6 229   ,  11 095   ,  4 708   ,  6 096   ,  10 804   ,  4 699   ,  6 108   ,  10 807   ,  4 738   ,  6 192   ,  10 930   ,  4 803   ,  6 308   ,  11 111   ,  4 971   ,  6 547   ,  11 518   ,  5 262   ,  6 986   ,  12 248   ,  5 545   ,  7 413   ,  12 958   ,  5 787   ,  7 671   ,  13 458   
,36,  4 073   ,  4 451   ,  8 524   ,  4 189   ,  4 611   ,  8 800   ,  4 235   ,  4 715   ,  8 950   ,  4 365   ,  4 995   ,  9 360   ,  4 595   ,  5 434   ,  10 029   ,  4 682   ,  5 699   ,  10 381   ,  4 746   ,  5 940   ,  10 686   ,  4 836   ,  6 189   ,  11 025   ,  4 771   ,  6 208   ,  10 979   ,  4 605   ,  6 054   ,  10 659   ,  4 591   ,  6 061   ,  10 652   ,  4 630   ,  6 144   ,  10 774   ,  4 692   ,  6 260   ,  10 952   ,  4 860   ,  6 497   ,  11 357   ,  5 147   ,  6 934   ,  12 081   ,  5 426   ,  7 359   ,  12 785   
,37,  4 010   ,  4 379   ,  8 389   ,  4 026   ,  4 413   ,  8 439   ,  4 143   ,  4 575   ,  8 718   ,  4 191   ,  4 680   ,  8 871   ,  4 322   ,  4 959   ,  9 281   ,  4 554   ,  5 398   ,  9 952   ,  4 688   ,  5 718   ,  10 406   ,  4 753   ,  5 960   ,  10 713   ,  4 811   ,  6 174   ,  10 985   ,  4 733   ,  6 174   ,  10 907   ,  4 564   ,  6 014   ,  10 578   ,  4 552   ,  6 022   ,  10 574   ,  4 592   ,  6 104   ,  10 696   ,  4 654   ,  6 221   ,  10 875   ,  4 821   ,  6 456   ,  11 277   ,  5 109   ,  6 891   ,  12 000   
,38,  3 947   ,  4 368   ,  8 315   ,  3 899   ,  4 345   ,  8 244   ,  3 916   ,  4 382   ,  8 298   ,  4 032   ,  4 544   ,  8 576   ,  4 082   ,  4 650   ,  8 732   ,  4 214   ,  4 931   ,  9 145   ,  4 486   ,  5 423   ,  9 909   ,  4 619   ,  5 743   ,  10 362   ,  4 647   ,  5 947   ,  10 594   ,  4 695   ,  6 144   ,  10 839   ,  4 617   ,  6 138   ,  10 755   ,  4 450   ,  5 979   ,  10 429   ,  4 439   ,  5 986   ,  10 425   ,  4 478   ,  6 071   ,  10 549   ,  4 540   ,  6 185   ,  10 725   ,  4 706   ,  6 420   ,  11 126   
